T_ambient,T_setpoint,compressor_speed_ratio,P_evap,P_cond,T_evap,T_cond,T_suction,T_discharge,superheat,subcooling,compression_ratio,W_comp,Q_cond,COP,delta_T_evap,delta_T_cond,pressure_ratio,capacity_ratio,d_T_discharge,d_superheat,d_subcooling,d_COP,d_W_comp,fault_type,fault_severity,is_faulty
13.688963814874509,39.996443399474394,0.9010185439379677,10.020227909166277,27.963786065995123,8.06056016050711,45.963560415049166,13.792159492892111,78.65985155245248,6.3888959677144745,4.533015348780608,2.7111209997212558,2089.231225489912,5739.830941668022,2.800964336658496,5.0,5.0,2.7111209997212558,0.5660441660935226,0.439698987431413,0.38889596771447454,0.033015348780607745,0.0,68.34092465586491,Normal,0.0,0
-2.743613195803057,43.83965671990275,0.3446720792729227,6.072505364300099,29.431708411749298,-7.571567677119678,48.787354934361474,-2.3970022575382464,123.13394596435931,6.266154592776674,4.682722032182039,4.895465756214559,800.4283250549894,1448.8579230045495,1.8091335406446987,5.0,5.0,4.895465756214559,0.14303709081251956,-0.1760667752441094,0.2661545927766742,0.1827220321820393,0.0,9.789670699229646,Normal,0.0,0
11.935978313110576,54.495733022143,0.5280777506967064,10.247211728745231,37.582439094635056,6.92278643875325,58.775502703009636,13.668161071146866,102.53968611350645,6.271577134152597,4.167245146355653,3.758955428776995,1547.2906540693277,3123.4884848453853,2.025651304482758,5.0,5.0,3.758955428776995,0.311259262318254,0.3716270856017161,0.2715771341525972,-0.33275485364434676,0.0,10.702093000408468,Normal,0.0,0
-1.0107001005567293,47.09617713411883,0.39782673852651684,6.521900000114912,32.5157962720193,-7.0787347920205095,51.902551991195736,-0.5853432092390741,127.0181551946449,5.862428874386658,5.247470655617198,4.951939291081095,999.1122579764677,1855.5895168544157,1.7579316110931815,5.0,5.0,4.951939291081095,0.18032092619403442,-0.31943892412166974,-0.13757112561334228,0.7474706556171977,0.0,-26.643949239697235,Normal,0.0,0
7.250194360115304,49.480584725297064,0.7443028240004135,8.625412926142092,33.41215265572947,1.7259072981033812,54.55395937602921,7.861431031994857,99.23560909196473,5.43335639299826,4.040273856999194,3.9627893796959603,1908.3605157462507,3914.848533881204,2.0731582219871867,5.0,5.0,3.9627893796959603,0.38981924460271,-0.6378431616689539,-0.5666436070017404,-0.4597261430008057,0.0,28.04457811821908,Normal,0.0,0
10.170290638790519,43.77113053867184,0.8487287463744894,9.375905465281202,29.48475041998965,4.675968518524315,48.73493486153279,10.259575619012331,85.63126472901324,5.765298829898638,4.506247059363844,3.2160406855560963,1987.936591525176,4894.923063835633,2.4648075455402636,5.0,5.0,3.2160406855560963,0.48302177790745066,0.24348624039279798,-0.2347011701013617,0.006247059363843732,0.0,28.263193164264067,Normal,0.0,0
3.3448291617677217,38.681863435433044,0.5110584624035135,7.358399854242762,26.244112496714816,-2.11393514657982,44.72541776577378,3.931948739540891,85.35005709769882,6.649614148893033,4.321868014469287,3.5574359196211756,1056.1551613633587,2412.346160935748,2.401893004305235,5.0,5.0,3.5574359196211756,0.24818593952570664,-0.1890812770196959,0.6496141488930327,-0.17813198553071263,0.0,22.86209176846137,Normal,0.0,0
-1.4125990759165317,31.546113842241308,0.9318216775806891,6.435529202251552,22.809262656259378,-7.129828122493627,36.68674512664325,-0.7966883907882947,78.98649592180165,6.116338105677352,4.5109260727617215,3.558147825483385,1642.947583081378,3940.797105857957,2.5320573638763713,5.0,5.0,3.558147825483385,0.3969299329809401,-0.2647463545318942,0.11633810567735203,0.010926072761721528,0.0,75.32933460191612,Normal,0.0,0
-6.787076578183109,40.81274067722253,0.3291299217033247,5.291700044662038,28.321887034189334,-13.061051892964754,45.07530928789037,-6.929958336506091,135.4701508323633,5.311656926221845,4.817575473407202,5.237066025622283,715.9059821921585,1193.4344471203303,1.7323518693418443,5.0,5.0,5.237066025622283,0.12485245815205835,-0.19490490157787121,-0.6883430737781548,0.31757547340720205,0.0,-4.804748471885773,Normal,0.0,0
5.4674685541329,51.02531191426082,0.35791099994570696,7.911630539175017,33.312030528522385,-1.596920032078648,54.70223641242907,5.062632560631844,111.11157264698838,5.693951600470096,4.429604556791808,4.331127776204854,947.9438049075377,1760.506266916085,1.9075883396198952,5.0,5.0,4.331127776204854,0.1752250613456627,-0.20767863008984477,-0.3060483995299039,-0.07039544320819235,0.0,29.37527674921421,Normal,0.0,0
-6.0356812845783425,43.82401231306707,0.37600301879481046,5.768543552277005,29.906311344405534,-10.301157574530148,48.60125578920666,-5.38499921325019,143.76523140090288,5.637386967732123,5.564234866217582,5.353741407233332,920.7145715261399,1608.6249910957742,1.662281709940388,5.0,5.0,5.353741407233332,0.15691534444309427,-0.48255838111617777,-0.3626130322678769,1.064234866217582,0.0,-23.261070537090745,Normal,0.0,0
-0.5641521641475848,53.802103613675904,0.503642486698083,6.587038617431561,37.69909403219838,-5.71332495548893,58.20968199486,-0.12480200247834905,168.0608035359264,6.789545628205217,4.5799958067867195,5.598328373493663,1705.5716020592542,2569.2252321715646,1.4882491384966015,5.0,5.0,5.598328373493663,0.25473819814361554,0.08629395886106295,0.7895456282052171,0.07999580678671947,0.0,-6.092067378154752,Normal,0.0,0
0.0310159099537346,49.51468902200551,0.7631628842174327,6.8711400330017565,33.903868616473275,-6.1343629609364605,53.61623120315187,1.3033355210394149,131.81583815716303,5.910240393358699,4.308406339432006,5.0672281520436995,2150.926431025011,3413.004172995047,1.7132275475779466,5.0,5.0,5.0672281520436995,0.35302485659389343,0.8618328603916439,-0.08975960664130067,-0.1915936605679942,0.0,90.34284367271903,Normal,0.0,0
-0.6928507463571925,49.35339950676718,0.9802784982426771,6.6738714423398475,34.83660099130009,-5.6449973595462835,54.757090352667866,-0.7153758635126679,136.0577577393715,5.5783848648535646,3.890593469788186,5.111211972969276,2662.3167329019184,4547.327766292162,1.6798752458280064,5.0,5.0,5.111211972969276,0.4593370347439146,-0.024359200965051286,-0.42161513514643545,-0.6094065302118139,0.0,-72.03533213793798,Normal,0.0,0
11.22012917180726,48.31076355070756,0.3917404260901193,9.953235854096695,33.51304011969468,7.130912942195422,53.39734725826359,12.114242582638699,93.40164867744598,6.121248395635611,4.588286679226855,3.3980060515852943,986.971115194368,2305.6997012943107,2.254019616700924,5.0,5.0,3.3980060515852943,0.2299457379410547,-0.1119294084402469,0.12124839563561096,0.08828667922685529,0.0,-33.18743283820288,Normal,0.0,0
2.146807904209705,54.01210612280496,0.717229787264061,7.165125247165244,37.197038084708396,-2.268767918715715,59.75872461402366,3.2088876606173105,136.7874861792708,4.926355485130673,4.418667039727546,5.099703285468788,2120.1925681529,3526.818293990002,1.6364159752455942,5.0,5.0,5.099703285468788,0.3583739483387417,-0.3270732200338955,-1.0736445148693274,-0.08133296027245418,0.0,-69.80040282721211,Normal,0.0,0
